Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Engine volume,Turbo,Mileage
12544,0,TOYOTA,Prius,2007,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,other,6,1,0,140000.0
30063,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,120000.0
72130,1885,other,other,2010,Hatchback,Yes,Petrol,8.0,Tiptronic,4x4,4,Left wheel,White,8,4,0,196800.0
21639,0,HYUNDAI,other,2015,Hatchback,No,Petrol,4.0,Tiptronic,Front,2,Left wheel,Red,10,1,0,17200.0
36692,0,TOYOTA,other,2013,Jeep,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,White,0,2,0,120000.0
30,0,HONDA,FIT,2005,Hatchback,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Silver,4,1,0,0.0
12231,1266,TOYOTA,Aqua,2014,Hatchback,No,Hybrid,4.0,Variator,Front,4,Right-hand drive,Silver,4,1,0,66000.0
3136,0,TOYOTA,other,2005,Sedan,No,Petrol,4.0,Variator,Front,4,Right-hand drive,other,4,1,0,300000.0
10663,0,TOYOTA,Prius,2009,Sedan,Yes,Hybrid,4.0,Variator,Front,4,Left wheel,Grey,6,1,0,230000.0
5620,447,HONDA,FIT,2013,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,4,1,0,110467.0
19130,2148,MERCEDES-BENZ,other,2010,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,10,5,0,157000.0
9408,1111,HONDA,FIT,2012,Hatchback,No,Hybrid,4.0,Variator,Front,4,Right-hand drive,Black,4,1,0,64000.0
3,0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Grey,6,1,0,80000.0
15367,640,VOLKSWAGEN,other,2013,Sedan,Yes,Diesel,4.0,Tiptronic,Front,4,Left wheel,White,16,1,1,179200.0
5959,1730,CHEVROLET,other,2011,Sedan,Yes,Petrol,8.0,Automatic,Front,4,Left wheel,Black,12,5,0,246976.0
26594,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,179918.0
36065,779,TOYOTA,other,2013,Sedan,Yes,Hybrid,4.0,Tiptronic,Front,4,Left wheel,other,12,2,0,92200.0
26343,730,KIA,other,2016,Sedan,Yes,Diesel,4.0,Tiptronic,Front,4,Left wheel,Silver,8,1,1,29000.0
549,862,other,other,2011,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,12,2,0,216550.0
6000,0,other,other,2005,Jeep,No,Petrol,6.0,Automatic,4x4,4,Left wheel,Green,5,3,0,240000.0
40142,1811,LEXUS,other,2010,Jeep,Yes,Petrol,8.0,Automatic,4x4,4,Left wheel,Grey,0,4,0,357246.0
14000,585,HYUNDAI,Elantra,2013,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,Grey,10,1,0,50000.0
17923,473,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,4,1,0,127842.0
54518,831,HYUNDAI,Tucson,2017,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,40193.0
10349,0,other,other,2005,Hatchback,No,Petrol,4.0,Manual,Front,4,Left wheel,Silver,6,1,0,180000.0
8154,0,TOYOTA,other,2005,Hatchback,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Silver,7,1,0,115000.0
282,289,FORD,other,2008,Jeep,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,0,0,0,220474.0
7527,640,VOLKSWAGEN,other,2013,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Grey,12,1,0,132310.0
3450,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,12,2,0,60762.0
22063,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,142264.0
2901,503,HONDA,other,2012,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,0,1,0,146403.0
4704,585,TOYOTA,other,2013,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,12,1,0,227371.0
5331,0,VOLKSWAGEN,other,2005,Sedan,Yes,Petrol,6.0,Manual,Front,4,Left wheel,Grey,6,2,0,175000.0
941,642,VOLKSWAGEN,other,2012,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,12,1,0,203440.0
16900,502,HONDA,FIT,2013,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,4,1,0,70000.0
18189,0,NISSAN,other,2010,Jeep,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,Silver,4,2,0,122000.0
5331,0,other,other,2005,Minivan,No,Petrol,4.0,Automatic,Front,4,Left wheel,Green,4,2,0,127000.0
42651,1017,MERCEDES-BENZ,other,2017,Jeep,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,Black,0,1,0,44995.0
15524,586,TOYOTA,Prius,2012,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Red,7,1,0,122324.0
17249,0,BMW,other,2007,Sedan,Yes,Petrol,6.0,Tiptronic,Rear,4,Left wheel,Grey,10,2,0,111111.0
73071,0,LEXUS,other,2013,Sedan,Yes,Petrol,6.0,Tiptronic,Rear,4,Left wheel,Black,12,3,0,56000.0
862,333,FORD,other,2014,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,0,1,0,186048.0
28909,831,HYUNDAI,Elantra,2017,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,98000.0
8467,642,HYUNDAI,Sonata,2012,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,573249.0
50,0,TOYOTA,Aqua,2013,Sedan,No,Hybrid,4.0,Automatic,Rear,4,Right-hand drive,other,0,1,0,130000.0
14426,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,White,4,1,0,169024.0
9000,1325,VOLKSWAGEN,other,2011,Minivan,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Silver,6,1,0,126000.0
30734,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Black,12,3,0,200179.0
22580,779,TOYOTA,Camry,2013,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,12,2,0,156666.0
862,259,CHEVROLET,other,2014,Jeep,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,0,1,0,133195.0
7464,247,HONDA,FIT,2014,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Blue,4,1,0,114950.0
1333,1091,FORD,other,2016,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,12,2,0,154850.0
59865,879,HYUNDAI,Tucson,2019,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,13000.0
49237,1342,TOYOTA,other,2017,Jeep,Yes,Petrol,4.0,Automatic,Rear,4,Left wheel,White,12,2,0,94262.0
68223,1327,HYUNDAI,H1,2018,Universal,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,other,4,2,0,27406.0
392,1017,MERCEDES-BENZ,other,2017,Sedan,Yes,Petrol,4.0,Automatic,Rear,4,Left wheel,Black,12,1,0,1600.0
7683,0,NISSAN,other,2006,Sedan,Yes,CNG,4.0,Variator,Front,4,Left wheel,Silver,2,1,0,200000.0
22266,0,FORD,other,2013,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,8,1,1,85500.0
2430,1598,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,6.0,Automatic,Rear,4,Left wheel,Black,12,2,0,175614.0
282,333,FORD,other,2014,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,0,1,0,0.0
392,629,NISSAN,other,2015,Jeep,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,Black,0,1,0,85944.0
33556,765,MERCEDES-BENZ,other,2015,Sedan,Yes,Petrol,4.0,Automatic,Rear,4,Left wheel,Black,12,1,0,0.0
39161,831,SSANGYONG,other,2017,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,73000.0
16308,0,FORD,other,2008,Microbus,No,Diesel,4.0,Manual,Front,4,Left wheel,White,2,2,0,180000.0
17719,0,TOYOTA,Camry,2009,Sedan,Yes,Hybrid,4.0,Tiptronic,Front,4,Left wheel,other,8,2,0,92000.0
43278,1514,LEXUS,other,2011,Jeep,Yes,Petrol,8.0,Automatic,4x4,4,Left wheel,White,0,4,0,160138.0
470,1058,HYUNDAI,Santa FE,2012,Jeep,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,Red,12,3,0,197923.0
20385,738,CHEVROLET,Cruze,2017,Sedan,No,Petrol,4.0,Tiptronic,Front,5,Left wheel,Black,12,1,1,42000.0
941,1935,TOYOTA,other,2016,Jeep,Yes,Petrol,8.0,Automatic,4x4,4,Left wheel,White,12,4,0,254805.0
49858,1077,HYUNDAI,Tucson,2019,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,48000.0
8781,0,NISSAN,other,2005,Minivan,Yes,Diesel,4.0,Automatic,4x4,4,Right-hand drive,White,4,3,1,230000.0
220,1055,MERCEDES-BENZ,other,2013,Sedan,Yes,Petrol,6.0,Automatic,Rear,4,Left wheel,Black,12,3,0,159250.0
9722,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,other,4,1,0,582376.0
21326,0,MERCEDES-BENZ,other,2006,Sedan,Yes,Petrol,8.0,Automatic,Rear,4,Left wheel,Grey,12,4,0,2000.0
51075,1017,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,40800.0
15241,707,HYUNDAI,other,2011,Coupe,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,117492.0
2587,382,FORD,other,2015,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,0,1,0,88795.0
15524,1347,HYUNDAI,H1,2008,Minivan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,56769.0
27911,0,MERCEDES-BENZ,other,2014,Sedan,Yes,Petrol,4.0,Tiptronic,Rear,4,Left wheel,other,8,1,1,70000.0
4861,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Blue,12,2,0,136861.0
29793,0,MERCEDES-BENZ,other,2005,Sedan,Yes,Petrol,4.0,Automatic,Rear,4,Left wheel,Black,0,3,0,263000.0
18208,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,95665.0
549,481,HYUNDAI,Sonata,2017,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,12,1,0,107387.0
30,0,NISSAN,other,2006,Hatchback,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Red,4,1,0,0.0
34497,779,TOYOTA,other,2013,Jeep,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,White,12,2,0,65350.0
6272,1522,other,other,2005,other,No,Petrol,4.0,Manual,Front,4,Left wheel,Silver,0,1,0,130000.0
4924,1282,CHEVROLET,other,2007,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,183923.0
4704,0,other,other,2005,Hatchback,No,Diesel,4.0,Manual,Front,4,Left wheel,Red,2,1,1,11111.0
43576,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,97129.0
7840,0,MERCEDES-BENZ,other,2005,Sedan,Yes,CNG,4.0,Manual,Rear,4,Left wheel,Black,4,1,0,140000.0
28225,1079,TOYOTA,other,2018,Jeep,No,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,8,1,0,24000.0
700,0,other,other,2005,Sedan,No,Petrol,4.0,Manual,Front,4,Left wheel,White,2,1,0,0.0
2352,0,other,other,2005,Hatchback,No,Petrol,4.0,Manual,Front,4,Left wheel,Silver,2,1,0,300000.0
18817,738,CHEVROLET,Cruze,2017,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,0,1,0,29094.0
4861,382,FORD,other,2015,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Red,12,1,0,148709.0
13172,1399,LEXUS,other,2010,Jeep,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,Silver,12,3,0,186005.0
37320,1055,MERCEDES-BENZ,other,2013,Sedan,Yes,Petrol,4.0,Tiptronic,4x4,4,Left wheel,Black,12,3,0,156800.0
706,1017,FORD,other,2017,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,12,1,0,251430.0
39201,456,TOYOTA,Camry,2015,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,10,2,0,35000.0
36426,880,HYUNDAI,Elantra,2018,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,White,4,1,0,35643.0
8467,0,HONDA,other,2006,Hatchback,No,Petrol,4.0,Manual,Front,4,Right-hand drive,Grey,4,1,0,250000.0
7840,0,MERCEDES-BENZ,other,2005,Coupe,Yes,Petrol,6.0,Tiptronic,Rear,2,Left wheel,Silver,4,3,0,255000.0
12701,900,HONDA,other,2015,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,12,2,0,117158.0
8154,781,other,other,2012,Jeep,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,Blue,0,2,0,281659.0
46414,456,TOYOTA,other,2015,Sedan,Yes,Hybrid,4.0,Tiptronic,Front,4,Left wheel,White,12,2,0,63645.0
45160,798,MERCEDES-BENZ,other,2015,Jeep,Yes,Diesel,4.0,Automatic,4x4,4,Left wheel,White,12,2,0,197338.0
100,0,BMW,other,2007,other,Yes,Petrol,6.0,Tiptronic,4x4,2,Left wheel,Black,12,2,0,1123.0
100355,0,other,other,2016,Sedan,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,Black,12,2,1,35000.0
1176,639,other,other,2014,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,12,1,0,136634.0
12231,0,HYUNDAI,Elantra,2013,Coupe,No,Petrol,6.0,Manual,Front,2,Left wheel,other,0,1,0,77000.0
5802,988,TOYOTA,Prius,2007,Hatchback,Yes,Hybrid,4.0,Variator,Front,4,Left wheel,Green,12,1,0,140000.0
2901,1277,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,12,2,0,45494.0
1882,442,TOYOTA,Prius,2017,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,1,0,47672.0
22894,0,NISSAN,other,2010,Sedan,No,Petrol,8.0,Automatic,4x4,4,Left wheel,Blue,12,3,0,109100.0
11290,0,HONDA,FIT,2013,Sedan,No,Hybrid,4.0,Automatic,Front,4,Right-hand drive,Silver,8,1,0,145000.0
6586,0,BMW,other,2005,Sedan,No,LPG,4.0,Manual,Rear,4,Left wheel,Green,2,1,0,270000.0
14426,0,TOYOTA,Camry,2006,Sedan,Yes,Hybrid,4.0,Variator,Front,4,Left wheel,Grey,8,2,0,188800.0
36065,1051,other,other,2016,Jeep,Yes,Petrol,4.0,Variator,Front,4,Left wheel,Silver,12,2,0,39000.0
27284,0,TOYOTA,other,2014,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Black,12,2,0,52000.0
21639,1091,other,other,2016,Jeep,No,Petrol,4.0,Variator,4x4,4,Left wheel,White,7,2,0,34000.0
7840,790,HYUNDAI,other,2009,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,140000.0
7840,0,MERCEDES-BENZ,other,2005,Sedan,No,CNG,4.0,Manual,Rear,4,Left wheel,Black,4,1,0,180003.0
282,289,FORD,other,2008,Jeep,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,0,0,0,220474.0
1646,1292,MERCEDES-BENZ,other,2016,Jeep,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,White,0,2,0,59099.0
24198,640,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,124000.0
25365,502,HONDA,FIT,2013,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,34682.0
1725,777,CHEVROLET,other,2014,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,12,2,0,310061.0
314,1399,other,other,2010,Sedan,Yes,Petrol,6.0,Automatic,Front,4,Left wheel,Silver,12,3,0,162453.0
17249,586,TOYOTA,Prius,2012,Sedan,No,Hybrid,4.0,Automatic,Front,4,Left wheel,White,8,1,0,22400.0
470,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,Black,12,3,0,229904.0
31361,639,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,White,12,1,1,62000.0
4704,1047,HYUNDAI,Elantra,2007,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,54279.0
12720,645,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,135759.0
26372,640,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,120534.0
13485,0,BMW,X5,2005,Jeep,Yes,LPG,6.0,Tiptronic,4x4,4,Right-hand drive,Black,10,2,0,189000.0
25591,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,4,1,0,140000.0
6429,1211,MERCEDES-BENZ,other,2010,Sedan,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,White,12,2,0,108517.0
251,1493,LEXUS,other,2016,Jeep,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,Grey,12,3,0,107030.0
39829,1811,LEXUS,other,2010,Jeep,Yes,Petrol,8.0,Automatic,4x4,4,Left wheel,Black,0,4,0,155821.0
13172,1793,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,8.0,Automatic,4x4,4,Left wheel,Black,12,5,0,325811.0
627,1077,TOYOTA,other,2019,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,12,1,0,24339.0
8097,790,other,other,2009,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,130000.0
12388,919,BMW,X5,2012,Jeep,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Black,12,2,0,420794.0
18503,0,HYUNDAI,Sonata,2012,Sedan,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,9,1,0,280480.0
12231,574,HONDA,other,2010,Sedan,No,Hybrid,4.0,Variator,Front,4,Left wheel,Black,12,1,0,150000.0
40,0,HONDA,FIT,2005,Hatchback,No,Petrol,4.0,Variator,Front,4,Right-hand drive,Black,4,1,0,135000.0
17054,862,HYUNDAI,H1,2011,Universal,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,237853.0
5300,0,HONDA,other,2005,Universal,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Black,6,1,0,111000.0
9565,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,other,4,1,0,42000.0
24302,765,CHEVROLET,other,2015,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,60618.0
18817,0,TOYOTA,Camry,2009,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,12,2,0,230400.0
1960,777,NISSAN,other,2014,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Red,12,2,0,127918.0
17249,1051,HYUNDAI,Sonata,2016,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,Silver,10,2,0,77000.0
15530,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,280016.0
11290,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,270874.0
24148,0,TOYOTA,Prius,2013,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,other,12,1,0,118000.0
10036,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,362868.0
18817,697,HYUNDAI,Elantra,2015,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,Black,12,1,0,85000.0
10349,308,LEXUS,other,2014,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Red,0,1,0,132563.0
549,1399,LEXUS,other,2010,Jeep,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,Black,12,3,0,138211.0
9252,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,other,4,1,0,391625.0
55823,930,HYUNDAI,Tucson,2018,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,38577.0
25089,0,TOYOTA,Camry,2013,Sedan,Yes,Petrol,6.0,Tiptronic,Rear,4,Left wheel,Blue,12,2,0,132800.0
18669,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,52686.0
941,1058,LEXUS,other,2012,Jeep,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,Black,12,3,0,232357.0
15053,1998,FORD,other,2005,Microbus,No,Diesel,4.0,Manual,Rear,4,Left wheel,White,2,2,0,253206.0
10660,271,HONDA,FIT,2014,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Blue,4,1,0,76525.0
37000,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,80000.0
18826,707,SSANGYONG,other,2011,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,186412.0
14583,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Black,12,3,0,230696.0
21012,0,MERCEDES-BENZ,other,2007,Minivan,No,Diesel,4.0,Manual,Rear,4,Left wheel,Red,4,2,1,285000.0
5645,706,other,other,2011,Hatchback,No,Petrol,3.0,Automatic,Front,4,Right-hand drive,other,2,0,0,92000.0
18826,836,SSANGYONG,other,2010,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,120000.0
22649,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,142000.0
16590,862,HYUNDAI,H1,2011,Minivan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,2,0,42415.0
31988,394,TOYOTA,Camry,2014,Sedan,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,12,2,0,51000.0
8624,966,other,other,2009,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,19999.0
21012,456,TOYOTA,Camry,2015,Sedan,No,Hybrid,4.0,Variator,Front,4,Left wheel,Silver,0,2,0,89000.0
10663,1266,HONDA,FIT,2014,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Right-hand drive,White,8,1,0,114000.0
220,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Black,12,3,0,95987.0
13485,1481,VOLKSWAGEN,other,2006,Hatchback,No,Petrol,4.0,Manual,Front,4,Left wheel,Black,8,1,1,161000.0
5331,0,other,other,2005,Hatchback,No,Petrol,4.0,Variator,Front,4,Right-hand drive,other,5,1,0,241589.0
7370,0,other,other,2005,Minivan,No,Petrol,4.0,Manual,Front,4,Left wheel,Silver,6,1,0,260000.0
11900,1677,FORD,other,2005,Microbus,Yes,Diesel,6.0,Manual,Front,2,Left wheel,other,4,1,1,195000.0
17249,697,VOLKSWAGEN,other,2015,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Black,10,1,1,55000.0
4391,0,other,other,2006,Jeep,No,Petrol,3.0,Manual,4x4,2,Right-hand drive,Silver,2,0,0,314000.0
17876,1661,FORD,other,2013,Hatchback,Yes,Hybrid,4.0,Tiptronic,Front,4,Right-hand drive,Silver,10,1,0,120000.0
11604,0,HONDA,FIT,2010,Hatchback,No,Hybrid,4.0,Tiptronic,Front,4,Right-hand drive,White,2,1,0,157000.0
13799,0,BMW,other,2005,Sedan,Yes,Petrol,8.0,Tiptronic,Rear,4,Left wheel,Black,12,4,0,240000.0
40769,1249,TOYOTA,other,2017,Jeep,No,Petrol,4.0,Tiptronic,4x4,4,Left wheel,Black,12,2,0,76000.0
7997,1850,LEXUS,other,2008,Jeep,Yes,Hybrid,6.0,Automatic,Front,4,Left wheel,Black,12,3,0,244731.0
7840,0,MERCEDES-BENZ,other,2005,Sedan,No,Diesel,2.0,Manual,Front,4,Left wheel,White,2,2,0,410918.0
14113,862,VOLKSWAGEN,other,2011,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,12,2,0,156800.0
11917,0,HONDA,FIT,2011,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Right-hand drive,Blue,8,1,0,188000.0
12777,640,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,162558.0
18817,0,TOYOTA,other,2013,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Red,12,1,0,130000.0
23521,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,4.0,Variator,Front,4,Left wheel,Silver,10,2,0,83000.0
22580,1286,other,other,2010,Jeep,Yes,Petrol,6.0,Tiptronic,4x4,4,Left wheel,Grey,7,3,0,150400.0
392,690,LEXUS,other,2016,Jeep,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,White,12,3,0,27038.0
12544,645,TOYOTA,Prius,2011,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,12,1,0,284678.0
9722,473,CHEVROLET,Cruze,2014,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,Green,10,1,1,121000.0
3450,831,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,0,2,0,224349.0
1882,308,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Red,12,1,0,263392.0
15991,1408,FORD,other,2007,Microbus,No,Diesel,4.0,Manual,Front,4,Left wheel,White,2,2,1,280000.0
11133,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,12,2,0,179381.0
94,1017,HYUNDAI,Elantra,2017,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,12,1,0,284251.0
34184,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Petrol,6.0,Automatic,Rear,4,Left wheel,Black,12,3,0,133000.0
21169,781,CHEVROLET,Cruze,2018,Sedan,No,Petrol,4.0,Automatic,Front,4,Left wheel,other,8,1,1,25304.0
