,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo
214,30,,HONDA,FIT,2002,Hatchback,False,Petrol,1.5,0,4.0,Automatic,Front,4,Right-hand drive,Silver,4,False
215,12231,1266.0,TOYOTA,Aqua,2014,Hatchback,False,Hybrid,1.5,66000,4.0,Variator,Front,4,Right-hand drive,Silver,4,False
216,3136,,TOYOTA,Sienta,2004,Sedan,False,Petrol,1.5,300000,4.0,Variator,Front,4,Right-hand drive,Beige,4,False
217,10663,,TOYOTA,Prius,2009,Sedan,True,Hybrid,1.8,230000,4.0,Variator,Front,4,Left wheel,Grey,6,False
218,5620,447.0,HONDA,FIT,2013,Hatchback,True,Petrol,1.3,110467,4.0,Automatic,Front,4,Left wheel,White,4,False
219,19130,2148.0,MERCEDES-BENZ,CLS 550,2010,Sedan,True,Petrol,5.5,157000,4.0,Automatic,Front,4,Left wheel,Grey,10,False
220,9408,1111.0,HONDA,FIT,2012,Hatchback,False,Hybrid,1.3,64000,4.0,Variator,Front,4,Right-hand drive,Black,4,False
221,3,,HYUNDAI,Elantra,2011,Sedan,True,Petrol,1.8,80000,4.0,Tiptronic,Front,4,Left wheel,Grey,6,False
222,15367,640.0,VOLKSWAGEN,Passat,2013,Sedan,True,Diesel,2.0,179200,4.0,Tiptronic,Front,4,Left wheel,White,16,True
223,5959,1730.0,CHEVROLET,Avalanche,2011,Sedan,True,Petrol,5.3,246976,8.0,Automatic,Front,4,Left wheel,Black,12,False
224,26594,777.0,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,179918,4.0,Automatic,Front,4,Left wheel,Silver,4,False
225,36065,779.0,TOYOTA,Avalon LIMITED,2013,Sedan,True,Hybrid,2.5,92200,4.0,Tiptronic,Front,4,Left wheel,Beige,12,False
226,26343,730.0,KIA,Cerato K3,2016,Sedan,True,Diesel,1.6,29000,4.0,Tiptronic,Front,4,Left wheel,Silver,8,True
227,549,862.0,MAZDA,CX-7,2011,Sedan,True,Petrol,2.5,216550,4.0,Automatic,Front,4,Left wheel,Black,12,False
228,6000,,JEEP,Grand Cherokee,1993,Jeep,False,Petrol,4.0,240000,6.0,Automatic,4x4,4,Left wheel,Green,5,False
229,40142,1811.0,LEXUS,GX 470,2010,Jeep,True,Petrol,4.6,357246,8.0,Automatic,4x4,4,Left wheel,Grey,0,False
230,14000,585.0,HYUNDAI,Elantra,2013,Sedan,False,Petrol,1.8,50000,4.0,Tiptronic,Front,4,Left wheel,Grey,10,False
231,17923,473.0,CHEVROLET,Cruze,2014,Sedan,True,Petrol,1.4,127842,4.0,Automatic,Front,4,Left wheel,White,4,False
233,10349,,OPEL,Astra G,2003,Hatchback,False,Petrol,1.6,180000,4.0,Manual,Front,4,Left wheel,Silver,6,False
234,8154,,TOYOTA,Ist,2002,Hatchback,False,Petrol,1.3,115000,4.0,Automatic,Front,4,Right-hand drive,Silver,7,False
235,282,289.0,FORD,Escape,2008,Jeep,True,Hybrid,0.4,220474,4.0,Automatic,Front,4,Left wheel,Grey,0,False
236,7527,640.0,VOLKSWAGEN,Passat,2013,Sedan,True,Diesel,2.0,132310,4.0,Automatic,Front,4,Left wheel,Grey,12,False
237,3450,1249.0,TOYOTA,Camry,2017,Sedan,True,Petrol,2.5,60762,4.0,Automatic,Front,4,Left wheel,White,12,False
238,22063,836.0,HYUNDAI,Tucson,2010,Jeep,True,Diesel,2.0,142264,4.0,Automatic,Front,4,Left wheel,White,4,False
239,2901,503.0,HONDA,Civic,2012,Sedan,True,Hybrid,1.5,146403,4.0,Automatic,Front,4,Left wheel,White,0,False
240,4704,585.0,TOYOTA,Corolla,2013,Sedan,True,Petrol,1.8,227371,4.0,Automatic,Front,4,Left wheel,Silver,12,False
241,5331,,VOLKSWAGEN,Passat,2002,Sedan,True,Petrol,2.8,175000,6.0,Manual,Front,4,Left wheel,Grey,6,False
242,941,642.0,VOLKSWAGEN,Jetta,2012,Sedan,True,Diesel,2.0,203440,4.0,Automatic,Front,4,Left wheel,Black,12,False
243,16900,502.0,HONDA,FIT,2013,Hatchback,True,Petrol,1.5,70000,4.0,Automatic,Front,4,Left wheel,Blue,4,False
244,18189,,NISSAN,Rogue,2010,Jeep,True,Petrol,2.5,122000,4.0,Automatic,4x4,4,Left wheel,Silver,4,False
245,5331,,MAZDA,MPV,2000,Minivan,False,Petrol,2.5,127000,4.0,Automatic,Front,4,Left wheel,Green,4,False
246,42651,1017.0,MERCEDES-BENZ,GLA 250,2017,Jeep,True,Petrol,2.0,44995,4.0,Automatic,4x4,4,Left wheel,Black,0,False
247,15524,586.0,TOYOTA,Prius,2012,Hatchback,False,Hybrid,1.8,122324,4.0,Automatic,Front,4,Left wheel,Red,7,False
248,17249,,BMW,530,2007,Sedan,True,Petrol,3.0,111111,6.0,Tiptronic,Rear,4,Left wheel,Grey,10,False
250,862,333.0,FORD,Fusion,2014,Sedan,True,Hybrid,2.0,186048,4.0,Automatic,Front,4,Left wheel,Black,0,False
251,28909,831.0,HYUNDAI,Elantra,2017,Sedan,True,Diesel,1.6,98000,4.0,Automatic,Front,4,Left wheel,White,4,False
253,50,,TOYOTA,Aqua,2013,Sedan,False,Hybrid,1.5,130000,4.0,Automatic,Rear,4,Right-hand drive,Sky blue,0,False
254,14426,639.0,HYUNDAI,Sonata,2014,Sedan,True,LPG,2.0,169024,4.0,Automatic,Front,4,Left wheel,White,4,False
255,9000,1325.0,VOLKSWAGEN,Sharan,2011,Minivan,False,Petrol,1.4,126000,4.0,Automatic,Front,4,Right-hand drive,Silver,6,False
256,30734,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,True,Diesel,3.5,200179,6.0,Automatic,4x4,4,Left wheel,Black,12,False
257,22580,779.0,TOYOTA,Camry,2013,Sedan,True,Petrol,2.5,156666,4.0,Automatic,Front,4,Left wheel,Black,12,False
258,862,259.0,CHEVROLET,Volt,2014,Jeep,True,Hybrid,1.4,133195,4.0,Automatic,Front,4,Left wheel,Black,0,False
259,7464,247.0,HONDA,FIT,2014,Hatchback,True,Hybrid,1.3,114950,4.0,Automatic,Front,4,Left wheel,Blue,4,False
260,1333,1091.0,FORD,Fusion,2016,Sedan,True,Petrol,2.5,154850,4.0,Automatic,Front,4,Left wheel,Black,12,False
264,392,1017.0,MERCEDES-BENZ,E 300,2017,Sedan,True,Petrol,2.0,1600,4.0,Automatic,Rear,4,Left wheel,Black,12,False
265,7683,,NISSAN,Tiida,2006,Sedan,True,CNG,1.8,200000,4.0,Variator,Front,4,Left wheel,Silver,2,False
266,22266,,FORD,Fusion,2013,Sedan,True,Petrol,1.6,85500,4.0,Automatic,Front,4,Left wheel,Black,8,True
267,2430,1598.0,MERCEDES-BENZ,E 350,2008,Sedan,True,Diesel,3.0,175614,6.0,Automatic,Rear,4,Left wheel,Black,12,False
268,282,333.0,FORD,Fusion,2014,Sedan,True,Hybrid,2.0,0,4.0,Automatic,Front,4,Left wheel,Silver,0,False
269,392,629.0,NISSAN,Juke,2015,Jeep,True,Petrol,1.6,85944,4.0,Automatic,4x4,4,Left wheel,Black,0,False
270,33556,765.0,MERCEDES-BENZ,C 300,2015,Sedan,True,Petrol,2.0,0,4.0,Automatic,Rear,4,Left wheel,Black,12,False
271,39161,831.0,SSANGYONG,Actyon,2017,Jeep,True,Diesel,1.6,73000,4.0,Automatic,Front,4,Left wheel,White,4,False
272,16308,,FORD,Transit,2008,Microbus,False,Diesel,2.2,180000,4.0,Manual,Front,4,Left wheel,White,2,False
273,17719,,TOYOTA,Camry,2009,Sedan,True,Hybrid,2.4,92000,4.0,Tiptronic,Front,4,Left wheel,Sky blue,8,False
274,43278,1514.0,LEXUS,GX 460,2011,Jeep,True,Petrol,4.6,160138,8.0,Automatic,4x4,4,Left wheel,White,0,False
275,470,1058.0,HYUNDAI,Santa FE,2012,Jeep,True,Petrol,3.5,197923,6.0,Automatic,4x4,4,Left wheel,Red,12,False
276,20385,738.0,CHEVROLET,Cruze,2017,Sedan,False,Petrol,1.4,42000,4.0,Tiptronic,Front,5,Left wheel,Black,12,True
277,941,1935.0,TOYOTA,Tundra,2016,Jeep,True,Petrol,4.6,254805,8.0,Automatic,4x4,4,Left wheel,White,12,False
279,8781,,NISSAN,Elgrand,1998,Minivan,True,Diesel,3.2,230000,4.0,Automatic,4x4,4,Right-hand drive,White,4,True
280,220,1055.0,MERCEDES-BENZ,C 350,2013,Sedan,True,Petrol,3.5,159250,6.0,Automatic,Rear,4,Left wheel,Black,12,False
282,21326,,MERCEDES-BENZ,CLS 500,2006,Sedan,True,Petrol,5.0,2000,8.0,Automatic,Rear,4,Left wheel,Grey,12,False
284,15241,707.0,HYUNDAI,Genesis,2011,Coupe,True,Petrol,2.0,117492,4.0,Automatic,Front,4,Left wheel,Grey,4,False
285,2587,382.0,FORD,Fusion,2015,Sedan,True,Hybrid,2.0,88795,4.0,Automatic,Front,4,Left wheel,Black,0,False
286,15524,1347.0,HYUNDAI,H1,2008,Minivan,True,Diesel,2.5,56769,4.0,Automatic,Front,4,Left wheel,Silver,4,False
287,27911,,MERCEDES-BENZ,C 250,2014,Sedan,True,Petrol,1.8,70000,4.0,Tiptronic,Rear,4,Left wheel,Beige,8,True
288,4861,779.0,TOYOTA,Camry,2013,Sedan,True,Hybrid,2.5,136861,4.0,Automatic,Front,4,Left wheel,Blue,12,False
289,29793,,MERCEDES-BENZ,S 350,2005,Sedan,True,Petrol,3.5,263000,4.0,Automatic,Rear,4,Left wheel,Black,0,False
290,18208,531.0,HYUNDAI,Elantra,2012,Sedan,True,Petrol,1.6,95665,4.0,Automatic,Front,4,Left wheel,Grey,4,False
291,549,481.0,HYUNDAI,Sonata,2017,Sedan,True,Hybrid,2.0,107387,4.0,Automatic,Front,4,Left wheel,Silver,12,False
292,30,,NISSAN,Tiida,2006,Hatchback,False,Petrol,1.5,0,4.0,Automatic,Front,4,Right-hand drive,Red,4,False
293,34497,779.0,TOYOTA,RAV 4 Le,2013,Jeep,False,Petrol,2.5,65350,4.0,Tiptronic,Front,4,Left wheel,White,12,False
294,6272,1522.0,OPEL,Zafira,2000,Goods wagon,False,Petrol,1.8,130000,4.0,Manual,Front,4,Left wheel,Silver,0,False
295,4924,1282.0,CHEVROLET,Captiva,2007,Jeep,True,Diesel,2.0,183923,4.0,Automatic,Front,4,Left wheel,Silver,4,False
296,4704,,OPEL,Vectra b,2000,Hatchback,False,Diesel,2.0,11111,4.0,Manual,Front,4,Left wheel,Red,2,True
297,43576,1091.0,HYUNDAI,H1,2016,Universal,True,Diesel,2.5,97129,4.0,Automatic,Front,4,Left wheel,Silver,4,False
298,7840,,MERCEDES-BENZ,C 200,2001,Sedan,True,CNG,2.0,140000,4.0,Manual,Rear,4,Left wheel,Black,4,False
299,28225,1079.0,TOYOTA,CHR,2018,Jeep,False,Petrol,2.0,24000,4.0,Automatic,Front,4,Left wheel,Grey,8,False
300,700,,OPEL,Astra,1992,Sedan,False,Petrol,1.1,0,4.0,Manual,Front,4,Left wheel,White,2,False
301,2352,,MAZDA,323,1998,Hatchback,False,Petrol,1.5,300000,4.0,Manual,Front,4,Left wheel,Silver,2,False
302,18817,738.0,CHEVROLET,Cruze,2017,Hatchback,True,Petrol,1.4,29094,4.0,Automatic,Front,4,Left wheel,Grey,0,False
303,4861,382.0,FORD,Fusion,2015,Sedan,True,Hybrid,2.0,148709,4.0,Automatic,Front,4,Left wheel,Red,12,False
304,13172,1399.0,LEXUS,RX 450,2010,Jeep,True,Hybrid,3.5,186005,6.0,Automatic,4x4,4,Left wheel,Silver,12,False
305,37320,1055.0,MERCEDES-BENZ,E 350 ამგ,2013,Sedan,True,Petrol,3.5,156800,4.0,Tiptronic,4x4,4,Left wheel,Black,12,False
306,706,1017.0,FORD,Escape,2017,Jeep,True,Petrol,2.0,251430,4.0,Automatic,Front,4,Left wheel,Blue,12,False
307,39201,456.0,TOYOTA,Camry,2015,Sedan,True,Hybrid,2.5,35000,4.0,Automatic,Front,4,Left wheel,Grey,10,False
308,36426,880.0,HYUNDAI,Elantra,2018,Sedan,True,LPG,1.6,35643,4.0,Automatic,Front,4,Left wheel,White,4,False
309,8467,,HONDA,Civic,2006,Hatchback,False,Petrol,1.8,250000,4.0,Manual,Front,4,Right-hand drive,Grey,4,False
310,7840,,MERCEDES-BENZ,CLK 320,2000,Coupe,True,Petrol,3.2,255000,6.0,Tiptronic,Rear,2,Left wheel,Silver,4,False
311,12701,900.0,HONDA,Cr-v,2015,Jeep,True,Petrol,2.4,117158,4.0,Automatic,Front,4,Left wheel,White,12,False
312,8154,781.0,SUBARU,Forester,2012,Jeep,True,Petrol,2.5,281659,4.0,Automatic,4x4,4,Left wheel,Blue,0,False
313,46414,456.0,TOYOTA,Avalon,2015,Sedan,True,Hybrid,2.5,63645,4.0,Tiptronic,Front,4,Left wheel,White,12,False
314,45160,798.0,MERCEDES-BENZ,ML 250,2015,Jeep,True,Diesel,2.1,197338,4.0,Automatic,4x4,4,Left wheel,White,12,False
315,100,,BMW,330,2007,Cabriolet,True,Petrol,3.0,1123,6.0,Tiptronic,4x4,2,Left wheel,Black,12,False
317,1176,639.0,MITSUBISHI,Colt Lancer,2014,Hatchback,True,Petrol,2.0,136634,4.0,Automatic,Front,4,Left wheel,Silver,12,False
318,12231,,HYUNDAI,Elantra,2013,Coupe,False,Petrol,1.8,77000,6.0,Manual,Front,2,Left wheel,Beige,0,False
319,5802,988.0,TOYOTA,Prius,2007,Hatchback,True,Hybrid,1.5,140000,4.0,Variator,Front,4,Left wheel,Green,12,False
320,2901,1277.0,HYUNDAI,Sonata,2018,Sedan,True,Petrol,2.4,45494,4.0,Automatic,Front,4,Left wheel,White,12,False
321,1882,442.0,TOYOTA,Prius,2017,Sedan,True,Hybrid,1.8,47672,4.0,Automatic,Front,4,Left wheel,White,12,False
322,22894,,NISSAN,Pathfinder,2010,Sedan,False,Petrol,4.0,109100,12.0,Automatic,4x4,4,Left wheel,Blue,12,False
323,11290,,HONDA,FIT,2013,Sedan,False,Hybrid,1.3,145000,4.0,Automatic,Front,4,Right-hand drive,Silver,8,False
324,6586,,BMW,318,1997,Sedan,False,LPG,1.8,270000,4.0,Manual,Rear,4,Left wheel,Green,2,False
325,14426,,TOYOTA,Camry,2006,Sedan,True,Hybrid,2.4,188800,4.0,Variator,Front,4,Left wheel,Grey,8,False
326,36065,1051.0,MITSUBISHI,Outlander,2016,Jeep,True,Petrol,2.4,39000,4.0,Variator,Front,4,Left wheel,Silver,12,False
327,27284,,TOYOTA,Camry SE,2014,Sedan,True,Petrol,2.5,52000,4.0,Tiptronic,Front,4,Left wheel,Black,12,False
328,21639,1091.0,SUBARU,Forester,2016,Jeep,False,Petrol,2.5,34000,4.0,Variator,4x4,4,Left wheel,White,7,False
329,7840,790.0,HYUNDAI,I30,2009,Hatchback,True,Petrol,1.6,140000,4.0,Automatic,Front,4,Left wheel,Silver,4,False
330,7840,,MERCEDES-BENZ,E 200,1998,Sedan,False,CNG,2.0,180003,4.0,Manual,Rear,4,Left wheel,Black,4,False
331,282,289.0,FORD,Escape,2008,Jeep,True,Hybrid,0.4,220474,4.0,Automatic,Front,4,Left wheel,Grey,0,False
332,1646,1292.0,MERCEDES-BENZ,GLE 350,2016,Jeep,True,Petrol,3.0,59099,6.0,Automatic,4x4,4,Left wheel,White,0,False
333,24198,640.0,HYUNDAI,Tucson,2013,Jeep,True,Diesel,2.0,124000,4.0,Automatic,Front,4,Left wheel,Silver,4,False
334,25365,502.0,HONDA,FIT,2013,Hatchback,True,Petrol,1.5,34682,4.0,Automatic,Front,4,Left wheel,Grey,4,False
335,1725,777.0,CHEVROLET,Malibu,2014,Sedan,True,Petrol,2.5,310061,4.0,Automatic,Front,4,Left wheel,Blue,12,False
336,314,1399.0,ACURA,TL,2010,Sedan,True,Petrol,3.5,162453,6.0,Automatic,Front,4,Left wheel,Silver,12,False
337,17249,586.0,TOYOTA,Prius,2012,Sedan,False,Hybrid,1.8,22400,4.0,Automatic,Front,4,Left wheel,White,8,False
338,470,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,True,Petrol,3.5,229904,6.0,Automatic,4x4,4,Left wheel,Black,12,False
339,31361,639.0,HYUNDAI,Sonata,2014,Sedan,True,Petrol,2.0,62000,4.0,Tiptronic,Front,4,Left wheel,White,12,True
340,4704,1047.0,HYUNDAI,Elantra,2007,Sedan,True,Diesel,1.6,54279,4.0,Automatic,Front,4,Left wheel,Silver,4,False
341,12720,645.0,CHEVROLET,Cruze,2011,Sedan,True,Petrol,1.8,135759,4.0,Automatic,Front,4,Left wheel,Grey,4,False
342,26372,640.0,HYUNDAI,Tucson,2013,Jeep,True,Diesel,2.0,120534,4.0,Automatic,Front,4,Left wheel,Silver,4,False
343,13485,,BMW,X5,2003,Jeep,True,LPG,3.0,189000,6.0,Tiptronic,4x4,4,Right-hand drive,Black,10,False
344,25591,528.0,HYUNDAI,Elantra,2014,Sedan,True,Petrol,1.6,140000,4.0,Automatic,Front,4,Left wheel,White,4,False
345,6429,1211.0,MERCEDES-BENZ,C 300,2010,Sedan,True,Petrol,3.0,108517,6.0,Automatic,4x4,4,Left wheel,White,12,False
346,251,1493.0,LEXUS,RX 350,2016,Jeep,True,Petrol,3.5,107030,6.0,Automatic,4x4,4,Left wheel,Grey,12,False
347,39829,1811.0,LEXUS,GX 460,2010,Jeep,True,Petrol,4.6,155821,8.0,Automatic,4x4,4,Left wheel,Black,0,False
348,13172,1793.0,MERCEDES-BENZ,E 350,2011,Sedan,True,Diesel,5.5,325811,8.0,Automatic,4x4,4,Left wheel,Black,12,False
349,627,1077.0,TOYOTA,CHR,2019,Jeep,True,Petrol,2.0,24339,4.0,Automatic,Front,4,Left wheel,Blue,12,False
350,8097,790.0,DAEWOO,Lacetti,2009,Sedan,True,Petrol,1.6,130000,4.0,Automatic,Front,4,Left wheel,Black,4,False
352,18503,,HYUNDAI,Sonata,2012,Sedan,False,Hybrid,2.0,280480,4.0,Automatic,Front,4,Left wheel,Silver,9,False
353,12231,574.0,HONDA,Insight,2010,Sedan,False,Hybrid,1.3,150000,4.0,Variator,Front,4,Left wheel,Black,12,False
354,40,,HONDA,FIT,2002,Hatchback,False,Petrol,1.3,135000,4.0,Variator,Front,4,Right-hand drive,Black,4,False
355,17054,862.0,HYUNDAI,H1,2011,Universal,True,Diesel,2.5,237853,4.0,Automatic,Front,4,Left wheel,Silver,4,False
356,5300,,HONDA,Stream,2001,Universal,False,Petrol,2.0,111000,4.0,Automatic,Front,4,Right-hand drive,Black,6,False
357,9565,765.0,HYUNDAI,Sonata,2015,Sedan,True,LPG,2.0,42000,4.0,Automatic,Front,4,Left wheel,Orange,4,False
358,24302,765.0,CHEVROLET,Malibu,2015,Sedan,True,Diesel,2.0,60618,4.0,Automatic,Front,4,Left wheel,Black,4,False
359,18817,,TOYOTA,Camry,2009,Sedan,True,Petrol,2.4,230400,4.0,Automatic,Front,4,Left wheel,Silver,12,False
360,1960,777.0,NISSAN,Altima,2014,Sedan,True,Petrol,2.5,127918,4.0,Automatic,Front,4,Left wheel,Red,12,False
361,17249,1051.0,HYUNDAI,Sonata,2016,Sedan,False,Petrol,2.4,77000,4.0,Tiptronic,Front,4,Left wheel,Silver,10,False
362,15530,891.0,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,280016,4.0,Automatic,Front,4,Left wheel,Silver,4,False
363,11290,891.0,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,270874,4.0,Automatic,Front,4,Left wheel,Silver,4,False
364,24148,,TOYOTA,Prius,2013,Hatchback,False,Hybrid,1.8,118000,4.0,Automatic,Front,4,Left wheel,Sky blue,12,False
365,10036,639.0,HYUNDAI,Sonata,2014,Sedan,True,LPG,2.0,362868,4.0,Automatic,Front,4,Left wheel,Silver,4,False
366,18817,697.0,HYUNDAI,Elantra,2015,Sedan,False,Petrol,1.8,85000,4.0,Tiptronic,Front,4,Left wheel,Black,12,False
367,10349,308.0,LEXUS,CT 200h,2014,Hatchback,True,Hybrid,1.8,132563,4.0,Automatic,Front,4,Left wheel,Red,0,False
368,549,1399.0,LEXUS,RX 350,2010,Jeep,True,Petrol,3.5,138211,6.0,Automatic,4x4,4,Left wheel,Black,12,False
371,25089,,TOYOTA,Camry,2013,Sedan,True,Petrol,2.5,132800,6.0,Tiptronic,Rear,4,Left wheel,Blue,12,False
372,18669,862.0,HYUNDAI,H1,2011,Minivan,True,Diesel,2.5,52686,4.0,Automatic,Front,4,Left wheel,Silver,4,False
373,941,1058.0,LEXUS,RX 450,2012,Jeep,True,Hybrid,3.5,232357,6.0,Automatic,4x4,4,Left wheel,Black,12,False
374,15053,1998.0,FORD,Transit,2001,Microbus,False,Diesel,2.4,253206,4.0,Manual,Rear,4,Left wheel,White,2,False
375,10660,271.0,HONDA,FIT,2014,Hatchback,True,Hybrid,1.5,76525,4.0,Automatic,Front,4,Left wheel,Blue,4,False
376,37000,891.0,HYUNDAI,Tucson,2016,Jeep,True,Diesel,2.0,80000,4.0,Automatic,Front,4,Left wheel,Silver,4,False
377,18826,707.0,SSANGYONG,REXTON,2011,Jeep,True,Diesel,2.0,186412,4.0,Automatic,Front,4,Left wheel,Silver,4,False
378,14583,1172.0,MERCEDES-BENZ,E 350,2011,Sedan,True,Diesel,3.5,230696,6.0,Automatic,4x4,4,Left wheel,Black,12,False
379,21012,,MERCEDES-BENZ,Vito,2007,Minivan,False,Diesel,2.2,285000,4.0,Manual,Rear,4,Left wheel,Red,4,True
380,5645,706.0,MITSUBISHI,I,2011,Hatchback,False,Petrol,0.7,92000,3.0,Automatic,Front,4,Right-hand drive,Brown,2,False
381,18826,836.0,SSANGYONG,Actyon,2010,Jeep,True,Diesel,2.0,120000,4.0,Automatic,Front,4,Left wheel,Silver,4,False
382,22649,707.0,HYUNDAI,Tucson,2011,Jeep,True,Diesel,2.0,142000,4.0,Automatic,Front,4,Left wheel,White,4,False
383,16590,862.0,HYUNDAI,H1,2011,Minivan,True,Diesel,2.5,42415,4.0,Automatic,Front,4,Left wheel,White,4,False
384,31988,394.0,TOYOTA,Camry,2014,Sedan,False,Hybrid,2.5,51000,4.0,Automatic,Front,4,Left wheel,Grey,12,False
385,8624,966.0,DAEWOO,Lacetti,2009,Sedan,True,Petrol,2.0,19999,4.0,Automatic,Front,4,Left wheel,Grey,4,False
386,21012,456.0,TOYOTA,Camry,2015,Sedan,False,Hybrid,2.5,89000,4.0,Variator,Front,4,Left wheel,Silver,0,False
387,10663,1266.0,HONDA,FIT,2014,Hatchback,False,Hybrid,1.5,114000,4.0,Automatic,Front,4,Right-hand drive,White,8,False
388,220,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,True,Diesel,3.5,95987,6.0,Automatic,4x4,4,Left wheel,Black,12,False
389,13485,1481.0,VOLKSWAGEN,GTI,2006,Hatchback,False,Petrol,2.0,161000,4.0,Manual,Front,4,Left wheel,Black,8,True
390,5331,,MITSUBISHI,Colt,2003,Hatchback,False,Petrol,1.3,241589,4.0,Variator,Front,4,Right-hand drive,Sky blue,5,False
391,7370,,OPEL,Zafira,2000,Minivan,False,Petrol,1.8,260000,4.0,Manual,Front,4,Left wheel,Silver,6,False
392,11900,1677.0,FORD,Transit,2003,Microbus,True,Diesel,2.0,195000,6.0,Manual,Front,2,Left wheel,Yellow,4,True
393,17249,697.0,VOLKSWAGEN,Jetta,2015,Sedan,True,Petrol,1.8,55000,4.0,Tiptronic,Front,4,Left wheel,Black,10,True
394,4391,,MITSUBISHI,Pajero Mini,2006,Jeep,False,Petrol,0.7,314000,3.0,Manual,4x4,2,Right-hand drive,Silver,2,False
395,17876,1661.0,FORD,C-MAX,2013,Hatchback,True,Hybrid,2.0,120000,4.0,Tiptronic,Front,4,Right-hand drive,Silver,10,False
396,11604,,HONDA,FIT,2010,Hatchback,False,Hybrid,1.3,157000,4.0,Tiptronic,Front,4,Right-hand drive,White,2,False
397,13799,,BMW,750,2005,Sedan,True,Petrol,4.8,240000,8.0,Tiptronic,Rear,4,Left wheel,Black,12,False
398,40769,1249.0,TOYOTA,RAV 4 s p o r t,2017,Jeep,False,Petrol,2.5,76000,4.0,Tiptronic,4x4,4,Left wheel,Black,12,False
399,7997,1850.0,LEXUS,RX 400,2008,Jeep,True,Hybrid,3.5,244731,6.0,Automatic,Front,4,Left wheel,Black,12,False
401,14113,862.0,VOLKSWAGEN,Jetta,2011,Sedan,True,Petrol,2.5,156800,4.0,Automatic,Front,4,Left wheel,Blue,12,False
402,11917,,HONDA,FIT,2011,Hatchback,False,Hybrid,1.3,188000,4.0,Automatic,Front,4,Right-hand drive,Blue,8,False
403,12777,640.0,HYUNDAI,Sonata,2013,Sedan,True,Petrol,2.0,162558,4.0,Automatic,Front,4,Left wheel,Black,4,False
404,18817,,TOYOTA,Prius C,2013,Hatchback,False,Hybrid,1.5,130000,4.0,Automatic,Front,4,Left wheel,Red,12,False
405,23521,781.0,TOYOTA,Camry,2012,Sedan,True,Hybrid,2.5,83000,4.0,Variator,Front,4,Left wheel,Silver,10,False
406,22580,1286.0,AUDI,Q5,2010,Jeep,True,Petrol,3.2,150400,6.0,Tiptronic,4x4,4,Left wheel,Grey,7,False
407,392,690.0,LEXUS,RX 450,2016,Jeep,True,Hybrid,3.5,27038,6.0,Automatic,4x4,4,Left wheel,White,12,False
408,12544,645.0,TOYOTA,Prius,2011,Hatchback,False,Hybrid,1.8,284678,4.0,Automatic,Front,4,Left wheel,Silver,12,False
409,9722,473.0,CHEVROLET,Cruze,2014,Sedan,False,Petrol,1.4,121000,4.0,Tiptronic,Front,4,Left wheel,Green,10,True
410,3450,831.0,HYUNDAI,Sonata,2011,Sedan,True,Hybrid,2.4,224349,4.0,Automatic,Front,4,Left wheel,Grey,0,False
411,1882,308.0,TOYOTA,Prius,2014,Hatchback,True,Hybrid,1.8,263392,4.0,Automatic,Front,4,Left wheel,Red,12,False
412,15991,1408.0,FORD,Transit,2007,Microbus,False,Diesel,2.2,280000,4.0,Manual,Front,4,Left wheel,White,2,True
413,11133,394.0,TOYOTA,Camry,2014,Sedan,True,Hybrid,2.5,179381,4.0,Automatic,Front,4,Left wheel,Black,12,False
414,94,1017.0,HYUNDAI,Elantra,2017,Jeep,True,Petrol,2.0,284251,4.0,Automatic,Front,4,Left wheel,Grey,12,False
415,34184,1058.0,MERCEDES-BENZ,E 350,2012,Sedan,True,Petrol,3.5,133000,6.0,Automatic,Rear,4,Left wheel,Black,12,False
416,21169,781.0,CHEVROLET,Cruze,2018,Sedan,False,Petrol,1.4,25304,4.0,Automatic,Front,4,Left wheel,Brown,8,True
417,7495,1090.0,CHEVROLET,Captiva,2008,Jeep,True,Diesel,2.0,71486,4.0,Automatic,Front,4,Left wheel,Black,4,False
418,4861,645.0,LEXUS,CT 200h,2011,Hatchback,True,Hybrid,1.8,95590,4.0,Automatic,Front,4,Left wheel,White,12,False
419,13485,765.0,HYUNDAI,Sonata,2015,Sedan,True,LPG,2.0,72369,4.0,Automatic,Front,4,Left wheel,Silver,4,False
421,20005,531.0,HYUNDAI,Elantra,2012,Sedan,True,Petrol,1.6,147718,4.0,Automatic,Front,4,Left wheel,Silver,4,False
422,3000,,SUBARU,Outback,2003,Goods wagon,False,Petrol,2.5,1000,6.0,Tiptronic,4x4,4,Right-hand drive,Blue,6,False
423,11917,,TOYOTA,Camry,2007,Sedan,False,Hybrid,2.4,200000,4.0,Variator,Front,4,Left wheel,Grey,12,False
425,7840,,MERCEDES-BENZ,E 200,1998,Sedan,False,CNG,2.0,180003,4.0,Manual,Rear,4,Left wheel,Black,4,False
